"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.798746083E0,1.805719094E-2,4.525511026E-2,-2.378717494E-1
3.808724083E0,8.386474117E-3,9.507441089E-2,-1.521603388E-1
3.818701083E0,2.597700699E-2,1.392679591E-1,6.309730411E-2
3.828679083E0,-4.651381480E-2,2.446928188E-2,1.638448298E-2
3.838657083E0,-1.698723224E-1,-6.647816420E-2,-2.232233047E-2
3.848634083E0,-1.574887967E-1,3.912079632E-3,6.124958396E-2
3.858612083E0,-2.603121936E-2,4.858144507E-2,1.390766090E-1
3.868590083E0,9.427003501E-2,4.944303229E-2,8.456009388E-2
3.878567083E0,1.747686712E-1,1.303057855E-1,1.610685718E-1
3.888545083E0,1.537241583E-1,1.836003788E-1,2.250739485E-1
3.898521500E0,5.817751167E-5,1.312505494E-1,7.938940108E-2
3.908499500E0,-5.284627169E-2,2.396598279E-2,9.853143096E-3
3.918477500E0,-1.428303205E-1,-6.578336880E-2,-1.217524785E-1
3.928454500E0,-1.973886249E-1,-2.530060977E-2,-2.165118706E-1
3.938432500E0,-8.415829880E-2,3.397159204E-2,-2.056038898E-1
3.948409500E0,4.794223933E-2,1.132634908E-1,-1.173641431E-1
3.958387500E0,1.571311299E-1,1.631658219E-1,6.112620771E-2
3.968365500E0,1.931655648E-1,1.602686727E-1,1.346473432E-1
3.978342500E0,1.594809431E-1,1.347169250E-1,1.896181870E-1
3.988320500E0,9.645735048E-2,3.791129977E-2,1.062468320E-1
3.998298500E0,1.089641062E-1,7.229088128E-2,1.672011316E-2
4.008275500E0,1.367816682E-1,1.047604698E-1,-3.552417397E-2
4.018253500E0,7.471606422E-2,9.100036338E-2,-1.709661537E-1
4.028230500E0,2.553721415E-2,5.536743119E-2,-1.984287715E-1
4.038208500E0,-3.041808834E-2,4.640496522E-2,-1.170858157E-1
4.048186500E0,6.796943716E-2,5.921446055E-2,-5.502697706E-2
4.058163500E0,7.141288073E-2,1.105249473E-1,-2.537399232E-2
4.068141500E0,6.828480308E-2,1.355041064E-1,1.365909576E-3
4.078118500E0,2.810750854E-2,1.271833724E-1,-4.511711597E-2
4.088096500E0,1.270995105E-3,1.020514548E-1,-6.674772084E-2
4.098074500E0,-2.141474667E-2,-3.408488184E-3,-9.124755442E-2
4.108051500E0,-1.005334902E-1,-4.737750337E-2,-2.885659397E-2
4.118029500E0,-1.431417578E-1,1.216805577E-2,7.468999386E-2
4.128007500E0,-1.019837459E-1,5.504320309E-2,9.506870985E-2
4.137984500E0,-7.289073251E-2,2.681460008E-2,1.096809018E-1
4.147962500E0,-1.165280461E-1,2.509478778E-2,1.117899925E-1
4.157939500E0,-3.602814915E-2,-2.008913264E-2,6.622907281E-2
4.167917500E0,1.090656468E-3,-1.984910443E-2,-1.424381733E-2
4.177895500E0,-7.592194281E-2,-4.644063324E-2,-2.545351446E-2
4.187872500E0,-9.004192251E-2,-1.894585580E-2,6.855158687E-2
4.197850500E0,-1.035460122E-2,4.759516597E-2,4.437627375E-2
4.207827500E0,6.509045547E-2,8.168750301E-2,-1.186166167E-2
4.217805500E0,1.152764496E-1,1.009116863E-1,-8.200719953E-2
4.227783500E0,1.101885771E-1,7.712111995E-2,-1.094189465E-1
4.237760500E0,1.494017275E-2,5.716238022E-3,-5.125610769E-2
4.247738500E0,-8.827152265E-2,-2.227204442E-2,4.137080491E-2
4.257716500E0,-1.186170187E-1,-6.623360440E-2,8.827307582E-2
4.267693500E0,-9.950879306E-2,-8.264118388E-2,5.438378334E-2
4.277671500E0,1.498757631E-2,-6.282453150E-2,-1.199334097E-1
4.287648500E0,1.723369786E-1,5.369848967E-2,-2.654489726E-1
4.297626500E0,1.995149649E-1,1.527816054E-1,-2.772930926E-1
4.307604500E0,2.077983681E-1,1.551507510E-1,-1.028922844E-1
4.317581500E0,1.433573190E-1,1.207072887E-1,-2.518980503E-3
4.327559500E0,5.906315471E-2,1.218032031E-1,-4.852604270E-2
4.337536500E0,3.201847583E-2,1.257579674E-1,-1.195287824E-2
4.347514500E0,9.442862703E-3,8.549754873E-2,4.678649604E-2
4.357492500E0,-4.599349483E-2,5.344208926E-2,1.828412640E-1
4.367469500E0,-6.190943768E-2,-3.079143763E-2,2.522348499E-1
4.377447500E0,-1.294810358E-1,-5.224194825E-2,1.455547392E-1
4.387425500E0,-1.289455222E-1,-6.860684305E-2,9.251055300E-2
4.397402500E0,9.174978000E-4,-5.624729097E-2,8.526643753E-2
4.407380500E0,4.779466566E-2,4.842634767E-2,3.127090931E-2
4.417357500E0,1.550527371E-1,1.487936582E-1,-1.364237273E-1
4.427335500E0,2.040488411E-1,2.442884839E-1,-3.829937947E-1
4.437313500E0,1.639487275E-1,2.012189166E-1,-2.729579669E-1
4.447290500E0,9.597188083E-4,5.027289838E-2,-1.527655256E-1
4.457268500E0,-9.654293910E-2,-6.617001593E-3,-5.710507751E-2
4.467245500E0,-8.159222080E-2,-9.006159291E-2,8.548103034E-2
4.477223500E0,-9.894689390E-2,-1.526686080E-1,1.255560923E-1
4.487201500E0,-8.344403400E-2,-5.859114736E-2,2.244482964E-1
4.497178500E0,-9.257631591E-2,-4.816453859E-2,2.346908641E-1
4.507156500E0,-2.631373124E-2,-5.960622400E-2,2.012021059E-1
4.517134500E0,-2.738392017E-2,-2.540892944E-2,1.119057673E-1
4.527111500E0,3.203512669E-2,4.537088513E-2,-1.557698250E-2
4.537089500E0,8.899413801E-2,1.403187038E-1,-2.014003265E-1
4.547066500E0,7.597882069E-2,1.455279882E-1,-3.608989209E-1
4.557044500E0,9.103428637E-2,5.566213086E-2,-3.652884257E-1
4.567022500E0,8.557236568E-2,4.858276069E-2,-1.991134804E-1
4.576999500E0,1.094384616E-1,8.007908016E-2,-8.057053864E-2
4.586977500E0,8.182980048E-2,7.266364127E-2,1.331931406E-1
4.596954500E0,-1.107283345E-2,1.160526127E-2,2.635176373E-1
4.606932500E0,-6.426640463E-2,-3.597280160E-2,3.516737688E-1
4.616910500E0,-7.039204367E-2,-4.527981475E-2,3.403465426E-1
4.626887500E0,-1.959478481E-2,-5.562003091E-2,1.019549757E-1
4.636865500E0,-1.307306543E-2,-3.923847154E-2,-1.567960113E-1
4.646843500E0,3.193588391E-2,3.328235149E-2,-1.048060781E-1
4.656820500E0,1.203713479E-1,6.813117206E-2,-3.500377178E-2
4.666798500E0,1.485782705E-1,4.598221153E-2,-9.892144024E-2
4.676775500E0,1.198879293E-1,8.475085929E-2,-1.527012062E-1
4.686753500E0,1.213222787E-1,1.458476847E-1,-1.128027302E-1
4.696731500E0,1.067714643E-1,1.672577034E-1,-1.428667742E-1
4.706708500E0,1.235679567E-1,1.693100761E-1,-2.281864214E-1
4.716686500E0,1.459681100E-1,1.267840075E-1,-1.957963550E-1
4.726663500E0,6.490146250E-2,6.887332991E-2,2.338886261E-4
4.736641500E0,-7.078789104E-2,-3.902621761E-2,1.591588712E-1
4.746619500E0,-2.029590845E-1,-7.222188413E-2,1.640143991E-1
4.756596500E0,-1.595362541E-1,-2.224997118E-2,2.804038113E-1
4.766574500E0,-7.981343385E-2,1.561075017E-2,2.236372876E-1
4.776551500E0,8.940324211E-4,4.442144349E-2,-9.885887504E-3
4.786529500E0,3.341359864E-2,1.316968381E-2,-6.754761994E-2
4.796507500E0,-2.062390162E-2,-9.270760417E-3,-9.715207279E-2
4.806484500E0,-6.050056934E-2,1.567243829E-2,-5.756057560E-2
4.816462500E0,-1.122692449E-1,5.195865065E-2,2.865077198E-2
4.826440500E0,-9.433744244E-2,-2.735122830E-2,-3.325603902E-2
4.836417500E0,5.581745210E-3,-6.317024812E-2,-5.378736734E-2
4.846395500E0,3.531011106E-2,6.174995944E-2,3.052012682E-2
4.856372500E0,6.211479829E-2,4.907509625E-2,7.710606337E-2
4.866350500E0,3.558688308E-2,-2.604949191E-2,-1.014585471E-1
4.876328500E0,3.687853530E-2,3.065958291E-2,-1.887475365E-1
4.886305500E0,1.419045235E-1,1.298238288E-1,-1.271611530E-1
4.896283500E0,2.039276393E-1,1.315176210E-1,-9.705325484E-2
4.906260875E0,9.340909646E-2,6.405814782E-2,-4.835764289E-2
4.916238875E0,-7.181496360E-2,-3.954983577E-2,-3.030904233E-2
4.926216875E0,-1.666292739E-1,-1.440470347E-1,-5.377333403E-2
4.936193875E0,-2.135931598E-1,-1.699716885E-1,4.495748699E-2
4.946171875E0,-1.498582625E-1,-3.565982938E-2,1.864039725E-1
4.956149875E0,1.484597822E-1,1.012136950E-1,1.587659383E-1
4.966126875E0,3.207545329E-1,1.928503816E-1,-3.476462066E-2
4.976104875E0,1.956778027E-1,1.430958389E-1,-1.920459509E-2
4.986081875E0,-1.654839688E-3,6.036373079E-2,1.255397201E-3
4.996059875E0,-1.235579525E-1,6.732644901E-2,-7.502153099E-2
5.006037875E0,-3.748832680E-2,1.247956619E-2,-1.583466929E-1
5.016014875E0,4.878242483E-2,3.061762914E-2,-1.846305120E-1
5.025992875E0,7.409897740E-2,7.085992143E-2,-1.108772421E-1
5.035969875E0,6.079411327E-2,5.940595686E-2,-1.368073046E-2
5.045947875E0,-2.987117724E-2,3.533881724E-2,5.892765462E-2
5.055925875E0,-6.967457204E-2,3.943844631E-2,1.650019938E-1
5.065902875E0,-6.939898546E-2,7.344746053E-2,2.033556354E-1
5.075880875E0,6.155959602E-2,1.330164085E-1,1.585004747E-1
5.085857875E0,1.483101574E-1,1.563494302E-1,2.613471508E-2
5.095835875E0,6.783039677E-2,7.714056194E-2,-7.851641178E-3
5.105813875E0,-5.496423370E-2,1.092654571E-2,-1.413681328E-2
5.115790875E0,-9.570158872E-2,-2.539080307E-2,-7.887016833E-2
5.125768875E0,-3.423618997E-2,4.615192696E-2,-2.066809469E-1
5.135746875E0,1.880156479E-1,1.133231324E-1,-1.937486601E-1
5.145723875E0,1.224795523E-1,1.379676846E-1,-2.327963662E-1
5.155701875E0,-3.112165228E-2,5.697673112E-2,-2.064061278E-1
5.165678875E0,-3.168943976E-2,-3.337137535E-2,-7.763874471E-2
5.175656875E0,-3.091357820E-2,-3.013245642E-2,1.325405914E-1
5.185634875E0,5.037492315E-2,2.170091763E-2,2.211837959E-1
5.195611875E0,1.047766045E-1,1.337266991E-1,1.008521909E-1
5.205589875E0,8.239568305E-2,7.007464036E-2,7.982209504E-2
5.215566875E0,6.415757789E-2,-2.116224289E-2,1.378229660E-1
5.225544875E0,-1.330621995E-1,-3.384353802E-2,-5.636131167E-3
5.235522875E0,-1.713781449E-1,-8.581476018E-2,7.255283654E-2
5.245499875E0,-1.161994509E-1,-4.261991635E-2,8.064655244E-2
5.255477875E0,-1.223581381E-2,1.150100541E-1,-2.250593305E-3
5.265454875E0,1.537115320E-1,1.929233256E-1,-9.374431551E-2
5.275432875E0,1.910514857E-1,1.665778184E-1,-1.621415359E-1
5.285410875E0,1.070833858E-1,1.661036092E-1,-1.681074500E-1
5.295387875E0,1.264138423E-1,1.559575206E-1,-1.872716993E-1
5.305365875E0,1.487808857E-1,1.232759705E-1,-1.463599008E-1
5.315342875E0,7.127043251E-2,8.223538712E-2,-5.400079072E-2
5.325320875E0,-5.296441742E-2,8.627274334E-3,1.466680491E-1
5.335298875E0,-1.233903384E-1,-3.482572407E-2,2.943628693E-1
5.345275875E0,-4.060400196E-2,3.366578266E-2,2.565056562E-1
5.355253875E0,3.494804964E-2,6.841870889E-2,9.549204826E-2
5.365231875E0,6.230605706E-2,5.925466016E-2,-1.015772456E-1
5.375208875E0,2.419681991E-2,8.308206394E-2,-2.895190358E-1
5.385186875E0,-2.457559614E-2,1.176562116E-1,-3.263412917E-1
5.395163875E0,-3.514455264E-3,1.103631257E-1,-1.987626475E-1
5.405141875E0,1.167373422E-2,8.017629012E-2,-7.261189342E-2
5.415119875E0,-2.760367270E-2,6.946579903E-2,4.826759577E-2
5.425096875E0,-9.353348684E-2,4.439834699E-2,1.238165456E-1
5.435074875E0,-7.471726564E-2,-3.102357209E-2,1.113140291E-1
5.445051875E0,-5.521393721E-2,-7.136029691E-2,1.140236288E-1
5.455029875E0,-8.608130185E-2,-8.428030461E-2,2.407871711E-1
5.465007875E0,-1.531690748E-1,-4.086794436E-2,1.657264638E-1
5.474984875E0,-1.413487639E-1,2.082515091E-2,4.523522973E-2
5.484962875E0,2.368764163E-3,8.870810866E-3,-5.571227074E-3
5.494939875E0,6.604850348E-2,1.357241079E-2,-1.369575781E-1
5.504917875E0,1.045690831E-1,1.004930256E-1,-2.076463223E-1
5.514895875E0,8.558973374E-2,1.584016567E-1,-1.918126470E-1
5.524872875E0,8.023357457E-2,9.753448069E-2,-9.510145426E-2
5.534850875E0,6.722816097E-2,1.709915891E-2,-1.232557976E-1
5.544828875E0,6.719908934E-2,5.004529551E-2,-1.219156158E-1
5.554805875E0,6.467776082E-2,7.354540139E-2,-9.551426768E-2
5.564783875E0,1.076453215E-1,6.864821211E-2,-4.135735631E-3
5.574760875E0,1.020641542E-2,-7.136526704E-4,-3.808408499E-2
5.584738875E0,-1.203565471E-1,-5.198920235E-2,-1.536063552E-2
5.594715875E0,-1.575547058E-1,8.248374760E-3,1.010808170E-1
5.604693875E0,-8.778871623E-2,5.242423519E-2,1.445162737E-1
5.614671875E0,8.402039587E-2,1.063026729E-1,9.978039622E-2
5.624648875E0,2.271111733E-1,1.609938736E-1,-6.892697811E-3
5.634626875E0,2.287835683E-1,1.876883134E-1,-1.283218253E-1
5.644604875E0,1.675152002E-1,1.874205109E-1,-1.296462196E-1
5.654581875E0,4.267961734E-2,1.350502163E-1,-5.338449419E-2
5.664559875E0,-8.685684364E-2,4.246628076E-2,-1.906192303E-4
5.674536875E0,-1.377161264E-1,-1.806161061E-2,5.447266102E-3
5.684514875E0,-1.697928916E-1,-7.838236436E-2,6.102095783E-2
5.694492875E0,-1.955360625E-1,-1.119740336E-1,6.106656611E-2
5.704469875E0,-1.492542909E-1,2.805494070E-2,-1.049282849E-2
5.714447875E0,6.328556161E-2,1.611495557E-1,-3.502072871E-2
5.724424875E0,3.457282102E-1,1.732038832E-1,-1.001955485E-1
5.734402875E0,2.805659985E-1,1.870112059E-1,-9.671996355E-2
5.744380875E0,-2.105949635E-2,1.241068599E-1,5.253080070E-2
5.754357875E0,-2.099003508E-1,-1.128117934E-2,9.200418413E-2
5.764335875E0,-1.993504389E-1,-5.201916933E-2,5.119588137E-2
5.774312875E0,-7.431612837E-2,-9.212872982E-3,1.776968837E-3
5.784290875E0,-7.804549165E-2,2.151219875E-2,-4.438972235E-2
5.794268875E0,-5.768596640E-2,1.997145742E-2,-5.577834427E-2
5.804245875E0,3.211839926E-2,5.204518944E-2,-8.712526739E-2
5.814223875E0,9.031627569E-2,8.743283093E-2,-4.592929423E-2
5.824200875E0,1.082941706E-1,8.678978339E-2,1.163595915E-4
5.834178875E0,9.242936807E-2,1.520606437E-1,3.400214374E-2
5.844156875E0,9.648545366E-3,1.213256317E-1,1.268758088E-1
5.854133875E0,-2.095287146E-2,7.699613571E-3,8.842802703E-2
5.864111875E0,-1.056985276E-1,-5.251092017E-3,-2.747723579E-2
5.874088875E0,-6.382743862E-2,7.531535357E-2,-4.710399985E-2
5.884066875E0,4.622020234E-2,1.521474749E-1,-5.747403681E-2
5.894044875E0,1.544135268E-1,1.553076026E-1,-1.219466060E-1
5.904022083E0,1.875346778E-1,1.472613953E-1,-1.880300832E-1
5.914000083E0,1.142122472E-1,1.442454015E-1,-1.579759794E-1
5.923978083E0,1.126034589E-1,9.068929151E-2,-7.161026537E-2
5.933955083E0,5.294476530E-2,6.052321360E-2,-4.377810359E-2
5.943933083E0,-3.943568716E-2,4.730192810E-2,-9.576569796E-3
5.953910083E0,-3.371411355E-2,6.588350236E-4,4.138425350E-2
5.963888083E0,-3.004686323E-2,9.062599540E-3,8.411629021E-2
5.973866083E0,-2.415615435E-2,-1.560402587E-2,1.783757454E-1
5.983843083E0,-1.187024063E-2,1.272383362E-2,9.570137858E-2
5.993821083E0,1.647702887E-2,5.741395667E-2,-3.024413824E-2
6.003798083E0,7.752905460E-2,1.259474172E-1,-2.289535761E-2
6.013776083E0,8.628325006E-2,1.943247570E-1,-2.955182791E-3
6.023754083E0,1.043587478E-1,1.652579556E-1,-7.486541033E-2
6.033731083E0,8.036718344E-2,1.134821767E-1,-1.860911465E-1
6.043709083E0,5.740645579E-3,7.868378833E-2,-1.456547266E-1
6.053686083E0,-3.482802641E-3,1.038250615E-1,-5.037142396E-2
6.063664083E0,-2.633165661E-4,7.892220855E-2,-7.342290223E-2
6.073642083E0,7.904763132E-2,8.446478426E-2,-1.817718083E-1
6.083619083E0,-7.046448519E-2,1.113499895E-1,-1.434263527E-1
6.093597083E0,-9.810708756E-2,-4.727868542E-2,5.128417432E-2
6.103574083E0,-1.152359759E-1,-7.842782646E-2,1.449331802E-1
6.113552083E0,-1.327560978E-1,-2.215100706E-2,2.401369607E-1
6.123530083E0,-7.224091956E-2,-6.466772005E-2,2.395773822E-1
6.133507083E0,-1.176593179E-2,-2.905773818E-3,2.165767747E-1
6.143485083E0,2.357844030E-4,1.374120529E-1,1.363120455E-1
6.153462083E0,4.330197578E-2,1.334701525E-1,2.284741044E-2
6.163440083E0,5.062815327E-2,3.103541270E-2,-8.328072309E-2
6.173418083E0,-7.653548475E-3,-1.970862508E-2,-2.487616038E-1
6.183395083E0,2.270673922E-2,1.043787928E-1,-2.421998584E-1
6.193373083E0,1.041034894E-1,1.596203627E-1,-2.191051108E-1
6.203350083E0,1.491676059E-1,8.876526520E-2,-2.728223115E-1
6.213328083E0,1.049010862E-1,3.523502916E-2,-2.830192709E-1
6.223306083E0,7.650357632E-2,4.161755741E-3,-1.369938308E-1
6.233283083E0,6.373382835E-3,1.891252667E-2,1.217530632E-1
6.243261083E0,-4.608834763E-3,2.954422653E-2,3.231954896E-1
6.253238083E0,1.342037405E-2,1.525450855E-2,2.392569548E-1
6.263216083E0,1.718942074E-2,3.969879359E-2,5.444284022E-2
6.273194083E0,-4.890318354E-2,1.179425789E-1,-1.130208313E-2
6.283171083E0,1.384745377E-2,5.980312899E-2,3.162758946E-2
6.293149083E0,-1.571807398E-2,1.355764657E-2,-1.333498460E-1
6.303126083E0,-5.261696490E-2,4.899864390E-2,-2.240430844E-1
6.313104083E0,4.766589900E-2,1.024626602E-1,-1.420879251E-1
6.323082083E0,1.150432005E-1,1.877691512E-1,-6.115018129E-2
6.333059083E0,1.349960199E-1,1.513782737E-1,-4.863538563E-2
6.343037083E0,6.664802581E-2,9.307349369E-2,-4.562699318E-2
6.353014083E0,-5.082761642E-2,6.829504028E-2,6.288329601E-2
6.362992083E0,-1.337975965E-1,6.456393197E-2,1.469276655E-1
6.372970083E0,-8.836364371E-2,9.861767739E-3,1.659264386E-1
6.382947083E0,-8.030017801E-2,-3.625741482E-2,1.017655259E-1
6.392925083E0,-7.892120356E-2,-4.404181302E-2,1.086096919E-1
6.402902083E0,-3.650997799E-2,4.663388371E-2,1.589173812E-1
6.412880083E0,1.427760784E-2,1.083817966E-1,1.986117893E-1
6.422858083E0,-1.985696163E-3,1.569112015E-1,5.478256345E-3
6.432835083E0,-5.811985721E-2,9.761400282E-2,-1.490993214E-1
6.442813083E0,-8.112607894E-2,8.610171229E-3,-1.683179498E-1
6.452790083E0,-8.993272576E-2,6.009505123E-2,-2.836718202E-1
6.462768083E0,8.280607536E-2,1.148793688E-1,-2.513022190E-1
6.472746083E0,1.865030097E-1,1.425707589E-1,-7.164534867E-2
6.482723083E0,1.995830119E-1,1.401160978E-1,-4.177601695E-2
6.492701083E0,6.472312242E-2,8.911522105E-2,-9.712576032E-2
6.502678083E0,-6.390605626E-2,-5.039539754E-2,-4.051535726E-3
6.512656083E0,-1.453561349E-1,-7.300394922E-2,1.281288671E-1
6.522634083E0,-1.491518641E-1,-3.049790740E-2,1.948543686E-1
6.532611083E0,-4.984041455E-2,-4.394621104E-3,1.902298057E-1
6.542589083E0,-3.278582239E-2,1.904584318E-2,1.211198097E-1
6.552566083E0,-5.895332756E-2,6.523884684E-2,2.793624222E-2
6.562544083E0,-9.340109308E-2,6.185681731E-2,-2.869345665E-2
6.572522083E0,4.643473120E-2,8.141750783E-2,-1.301742232E-1
6.582499083E0,2.142194332E-1,2.148006830E-1,-1.467341226E-1
6.592477083E0,3.080855535E-1,2.745603964E-1,-2.443142116E-2
6.602454083E0,3.221972238E-1,2.560298391E-1,-3.433543503E-2
6.612432083E0,1.292171710E-1,1.745263772E-1,-6.561628461E-2
6.622410083E0,-1.153047172E-2,4.183448911E-2,3.570309877E-3
6.632387083E0,-7.645704984E-2,-3.888983130E-3,8.870109200E-2
6.642365083E0,-1.227764264E-1,6.047365844E-2,1.431860322E-1
6.652342083E0,-1.049150647E-1,1.271345481E-2,6.684478462E-2
6.662320083E0,-9.946217065E-2,2.681386918E-3,4.287997127E-2
6.672298083E0,-3.183007671E-2,5.263722003E-2,6.735056877E-2
6.682275083E0,6.942447566E-2,1.191023742E-1,-1.191867203E-1
6.692253083E0,2.614100997E-1,1.957877304E-1,-3.034611368E-1
6.702230083E0,2.561701722E-1,2.319906199E-1,-3.472252071E-1
6.712208083E0,9.694404895E-2,1.175414599E-1,-2.067189538E-1
6.722186083E0,-8.882681628E-2,3.223847732E-2,-8.381457388E-2
6.732163083E0,-2.049515964E-1,-6.321629494E-2,5.680686951E-2
6.742141083E0,-1.944723261E-1,-1.125280572E-1,1.055363953E-1
6.752118083E0,-1.379461778E-1,-6.495028675E-2,1.449822968E-1
6.762096083E0,-3.039368078E-2,-1.540361255E-2,1.981644773E-1
6.772074083E0,3.687942152E-2,7.655759454E-3,2.193635577E-1
6.782051083E0,-3.449598678E-2,2.342160702E-2,9.987570584E-2
6.792029083E0,-6.042462406E-2,-6.291896403E-3,1.302174926E-2
6.802006083E0,-6.614667275E-2,-2.153968066E-3,-4.836115122E-2
6.811984083E0,-1.212154300E-2,8.908159956E-2,-1.436760288E-1
6.821962083E0,9.954403167E-2,1.630165717E-1,-2.426804996E-1
6.831939083E0,1.714683565E-1,1.776151688E-1,-2.486277026E-1
6.841917083E0,1.686636664E-1,1.212716912E-1,-2.162282807E-1
6.851894083E0,9.699453601E-2,9.726229280E-2,-6.447490811E-2
6.861872083E0,4.643394548E-2,1.756649762E-2,5.327865958E-2
6.871850083E0,-7.781231565E-2,-5.036221460E-2,1.047119379E-1
6.881827083E0,-1.359084323E-1,-8.481313214E-2,2.201482540E-1
6.891805083E0,-1.718769489E-1,-1.246095742E-1,2.085725212E-1
6.901782083E0,-1.158509111E-1,-1.010891493E-1,1.001534486E-1
6.911760083E0,-7.412761962E-3,4.129654527E-2,-1.763169408E-2
6.921738083E0,9.393128023E-2,1.328379223E-1,-1.523030108E-1
6.931715083E0,1.512682455E-1,2.010952480E-1,-2.555285865E-1
6.941693083E0,2.180990242E-1,2.900460161E-1,-2.310269988E-1
6.951670083E0,1.969497914E-1,2.380120826E-1,-2.208698004E-1
6.961648083E0,1.126509036E-1,1.744404231E-1,-1.943643719E-1
6.971626083E0,2.890733683E-2,1.265360856E-1,-8.324096203E-2
6.981603083E0,-4.216969902E-2,5.009499684E-2,5.552515984E-2
6.991581083E0,-7.063937633E-2,2.369335636E-2,1.685249412E-1
7.001558083E0,-5.137029741E-2,-2.095042750E-2,2.712429786E-1
7.011536083E0,-5.620207555E-2,-1.129813626E-2,2.951224226E-1
7.021514083E0,-6.245859173E-2,9.217258394E-3,1.967892122E-1
7.031491083E0,2.949191679E-2,5.117819354E-2,9.620131552E-2
7.041469083E0,5.296420272E-2,1.597625962E-1,1.349168998E-1
7.051446083E0,2.530720159E-2,1.112191580E-1,1.379364020E-1
7.061424083E0,-7.597261716E-2,2.131441668E-2,-2.345552087E-2
7.071401083E0,-1.051011249E-1,7.812318653E-3,-1.509242374E-1
7.081379083E0,-8.466181716E-2,1.733509406E-2,-2.808289039E-1
7.091357083E0,-5.022126929E-2,2.221547261E-2,-3.071852285E-1
7.101334083E0,5.796410657E-2,-1.099291161E-2,-2.069329619E-1
7.111312083E0,1.609844084E-1,5.366676852E-2,-2.783040762E-2
7.121289083E0,1.271342558E-1,9.291781157E-2,7.916954577E-2
7.131267083E0,5.264856271E-2,2.988190323E-2,2.339529455E-2
7.141245083E0,7.693775492E-2,4.084031627E-2,-8.613357961E-2
7.151222083E0,7.491555934E-2,1.036972998E-1,4.202276945E-2
7.161200083E0,1.742167854E-2,1.009111015E-1,1.438181162E-1
7.171177083E0,-2.406346228E-2,5.671302170E-2,3.151649237E-2
7.181155083E0,-7.450221144E-2,2.774299175E-2,-4.233384132E-2
7.191133083E0,-5.489701356E-2,3.259998143E-2,1.810122550E-2
7.201110083E0,-1.529057857E-2,3.469196901E-2,8.331229806E-2
7.211088083E0,4.316223647E-2,2.750939548E-2,1.498600441E-1
7.221065083E0,2.896860012E-2,2.328858286E-2,9.690239668E-2
7.231043083E0,4.009959281E-2,1.509590283E-2,-8.959396183E-2
7.241021083E0,1.317612671E-1,7.552848458E-2,-1.845930898E-1
7.250998083E0,1.363521537E-1,1.516283883E-1,-1.041289705E-1
7.260976083E0,1.011859024E-1,1.623127131E-1,-2.700828910E-3
7.270953083E0,1.553883855E-2,1.261947544E-1,-1.040780997E-1
7.280931083E0,1.698974746E-2,7.681019425E-2,-1.983843327E-1
7.290909083E0,-8.125829911E-3,5.517140329E-2,-6.913221538E-2
7.300886083E0,-7.840626486E-2,2.560174137E-2,1.076694596E-1
7.310864083E0,2.184837710E-2,3.439361483E-2,2.318187118E-2
7.320841083E0,8.939934092E-2,8.367336363E-2,-1.015228665E-1
7.330819083E0,8.135565525E-2,5.702453211E-2,-7.664471805E-2
7.340796083E0,-1.551915445E-2,1.476421952E-3,-8.936299682E-3
7.350774083E0,-1.526979354E-1,1.139110699E-2,-7.227860212E-2
7.360752083E0,-9.251301980E-2,1.145950480E-1,-1.046236449E-1
7.370729083E0,2.291935860E-2,1.547483164E-1,-5.368679523E-2
7.380707083E0,6.689961140E-2,1.770740090E-1,-5.612333000E-2
7.390684083E0,-2.531930258E-2,1.289303742E-1,2.140548706E-2
7.400662083E0,-1.177043140E-1,-6.607353687E-3,2.388213372E-1
7.410640083E0,-1.636288117E-1,-6.083735526E-2,2.709441859E-1
7.420617083E0,-9.703691918E-2,-4.438942999E-2,2.292307341E-1
7.430595083E0,-5.016027095E-2,-7.370210677E-2,6.283476412E-2
7.440572083E0,2.591876553E-2,-3.324639112E-2,-1.247035682E-1
7.450550083E0,1.140183755E-1,1.218939811E-1,-2.398492777E-1
