"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.255312126E2,-3.273943752E-2,7.542937428E-2,-2.161369472E0
2.255411866E2,-2.451619117E-1,-3.386239529E-2,-1.785559566E0
2.255511596E2,-2.555132376E-1,-5.718752325E-2,-1.521618590E0
2.255611336E2,-8.860563621E-2,2.295324504E-2,-1.390368479E0
2.255711066E2,1.416215365E-1,1.958793855E-1,-1.292477319E0
2.255810806E2,2.580706635E-1,3.375278923E-1,-1.378502725E0
2.255910536E2,3.129619852E-1,4.112665442E-1,-1.611596130E0
2.256010276E2,2.948667531E-1,5.036500664E-1,-1.861862807E0
2.256110006E2,1.675100838E-1,5.935708876E-1,-2.020452744E0
2.256209736E2,1.317920747E-1,6.293036610E-1,-1.979468440E0
2.256309476E2,6.683740251E-2,6.414047661E-1,-1.710484241E0
2.256409206E2,-1.728691301E-1,5.806717837E-1,-1.243608044E0
2.256508946E2,-5.853464133E-1,4.713974096E-1,-5.155881804E-1
2.256608676E2,-1.046190841E0,3.438260745E-1,4.249990225E-1
2.256708416E2,-1.396125209E0,1.871734661E-1,1.269048110E0
2.256808146E2,-1.555109541E0,5.527533755E-2,1.715485949E0
2.256907886E2,-1.398868138E0,-3.338877082E-2,1.699003233E0
2.257007616E2,-1.051133054E0,-2.189460665E-2,1.459173251E0
2.257107356E2,-5.852634925E-1,1.728369704E-1,1.038068474E0
2.257207086E2,-6.186390705E-2,5.385617445E-1,4.318917203E-1
2.257306826E2,3.796420610E-1,9.018135850E-1,-1.603370851E-1
2.257406556E2,5.923255038E-1,1.195296448E0,-6.780589145E-1
2.257506296E2,4.461186172E-1,1.165048656E0,-9.102419078E-1
2.257606026E2,-1.355887266E-1,9.109941521E-1,-6.690506941E-1
2.257705766E2,-5.682961518E-1,5.174768311E-1,2.459871000E-1
2.257805496E2,-6.781043766E-1,-2.377784863E-2,1.533990714E0
2.257905236E2,-9.864827295E-1,-4.356199050E-1,2.751326634E0
2.258004966E2,-1.400663672E0,-6.691734856E-1,3.829574835E0
2.258104696E2,-1.743669528E0,-7.067330754E-1,4.449639310E0
2.258204436E2,-1.747600319E0,-5.430623464E-1,4.256433272E0
2.258304166E2,-1.412862133E0,-8.995385796E-2,3.207946814E0
2.258403906E2,-1.012339263E0,4.794987269E-1,1.892523851E0
2.258503636E2,-5.388193144E-1,7.433717287E-1,6.579000539E-1
2.258603376E2,1.220097925E-1,8.027700841E-1,-2.592363060E-1
2.258703106E2,5.830025569E-1,8.309790990E-1,-5.508235019E-1
2.258802846E2,5.294566065E-1,7.117261590E-1,-1.071753699E-1
2.258902576E2,1.489956429E-1,3.005324127E-1,8.114227939E-1
2.259002316E2,-4.239617264E-1,-1.600894555E-1,1.773324267E0
2.259102046E2,-9.902166883E-1,-4.702443387E-1,2.389113259E0
2.259201786E2,-1.395434653E0,-7.761819175E-1,2.346004077E0
2.259301516E2,-1.493662614E0,-1.010806123E0,1.876896583E0
2.259401256E2,-1.283654455E0,-9.182771516E-1,1.286999647E0
2.259500986E2,-8.637398788E-1,-6.349747293E-1,4.656348324E-1
2.259600716E2,-3.361135239E-1,-4.365861574E-1,-5.490401012E-1
2.259700456E2,9.822905682E-2,-3.289794092E-1,-1.422883676E0
2.259800186E2,2.895327768E-1,-2.442653874E-1,-1.978358638E0
2.259899926E2,2.046042352E-1,-2.460796322E-1,-2.159555665E0
2.259999656E2,-1.393891061E-1,-2.870993118E-1,-2.060906705E0
2.260099396E2,-4.860706684E-1,-3.224088930E-1,-1.922465104E0
2.260199126E2,-5.617962041E-1,-4.082217528E-1,-1.904698339E0
2.260298866E2,-6.015145493E-1,-4.518843739E-1,-1.908867989E0
2.260398596E2,-6.851833083E-1,-4.225924547E-1,-1.803225759E0
2.260498336E2,-7.710359292E-1,-3.828040525E-1,-1.820517730E0
2.260598066E2,-6.263335678E-1,-3.635883477E-1,-2.095361423E0
2.260697806E2,-2.000685135E-1,-3.266079247E-1,-2.358292585E0
2.260797536E2,-1.388421357E-3,-2.205854796E-1,-2.412526680E0
2.260897276E2,8.510721054E-2,-7.548901588E-2,-2.245685152E0
2.260997006E2,1.646741477E-1,5.624582916E-3,-2.027283461E0
2.261096744E2,1.477793855E-1,2.837069035E-2,-1.698129659E0
2.261196474E2,9.996494897E-2,2.856818005E-2,-1.172560281E0
2.261296204E2,-2.514551237E-2,-8.020406440E-2,-5.565701455E-1
2.261395944E2,-2.352405754E-1,-1.508166486E-1,-1.385170305E-1
2.261495674E2,-3.896175206E-1,-1.607121840E-1,2.609027624E-2
2.261595414E2,-4.934935990E-1,-9.887919411E-2,4.840617478E-2
2.261695144E2,-5.158982290E-1,-7.684776261E-2,-1.522509706E-1
2.261794884E2,-3.891505473E-1,-4.866038248E-2,-4.680169880E-1
2.261894614E2,-2.145504221E-1,1.209101871E-1,-5.973977441E-1
2.261994354E2,-2.102556422E-2,2.784403163E-1,-3.831703806E-1
2.262094084E2,1.328368259E-1,3.962245819E-1,2.203990996E-2
2.262193824E2,1.895414422E-1,3.206216915E-1,5.019764471E-1
2.262293554E2,1.607025361E-1,7.131731987E-2,1.104308656E0
2.262393294E2,3.942697115E-2,-1.705917858E-1,1.744110993E0
2.262493024E2,-1.462748238E-1,-3.938295624E-1,2.301357661E0
2.262592764E2,-1.825562853E-1,-5.261140457E-1,2.550872971E0
2.262692494E2,-9.350077897E-2,-4.853050120E-1,2.370100452E0
2.262792224E2,7.677576877E-2,-2.692910318E-1,1.907033132E0
2.262891964E2,3.103607051E-1,-1.026567878E-1,1.355422010E0
2.262991694E2,6.236789319E-1,-1.266838740E-1,9.081252158E-1
2.263091434E2,7.809126804E-1,-2.461964303E-1,7.983145058E-1
2.263191164E2,7.706897009E-1,-2.437936632E-1,1.076595778E0
2.263290904E2,5.697996171E-1,-2.840397562E-1,1.582065352E0
2.263390634E2,1.679601002E-1,-4.652474543E-1,2.069736586E0
2.263490374E2,-7.660926931E-2,-5.901623994E-1,2.405556214E0
2.263590104E2,-7.645636462E-2,-5.417826833E-1,2.380378688E0
2.263689844E2,-3.963198915E-2,-4.023947100E-1,2.051962219E0
2.263789574E2,1.311522431E-1,-2.812202288E-1,1.623213378E0
2.263889314E2,4.804793780E-1,-3.805788946E-1,1.013686754E0
2.263989044E2,8.868969724E-1,-5.012085615E-1,4.587111443E-1
2.264088784E2,1.163033997E0,-4.388706645E-1,2.401147413E-1
2.264188514E2,1.320597602E0,-3.540483230E-1,2.332255518E-1
2.264288244E2,1.283425536E0,-2.974463984E-1,1.477667409E-1
2.264387984E2,1.083638676E0,-3.174340819E-1,-4.021481037E-2
2.264487714E2,7.736771165E-1,-3.475226842E-1,-2.385202056E-1
2.264587454E2,4.406192744E-1,-3.817483377E-1,-4.835775983E-1
2.264687184E2,2.145028404E-1,-4.683482328E-1,-7.108717346E-1
2.264786924E2,-4.169108614E-2,-5.754049042E-1,-6.371126175E-1
2.264886654E2,-2.851416640E-1,-6.657573961E-1,-2.663073438E-1
2.264986394E2,-1.993177675E-1,-6.652707615E-1,3.169073939E-2
2.265086124E2,1.552767585E-1,-4.253447391E-1,-1.441192478E-1
2.265185864E2,5.503711467E-1,-1.024840026E-1,-7.024494052E-1
2.265285594E2,9.349934641E-1,1.875778010E-1,-1.284508733E0
2.265385334E2,1.122151435E0,3.247486563E-1,-1.715353217E0
2.265485064E2,1.040081012E0,3.903726885E-1,-2.084052324E0
2.265584804E2,8.840561758E-1,3.231319012E-1,-2.533167602E0
2.265684534E2,6.919369154E-1,2.411839047E-1,-2.891673843E0
2.265784264E2,4.712135147E-1,1.954252030E-1,-3.047347773E0
2.265884004E2,1.987564348E-1,1.330842362E-1,-2.962982976E0
2.265983734E2,-4.844081953E-2,9.075536504E-2,-2.625948297E0
2.266083474E2,-2.343965299E-1,1.118643983E-1,-2.144551125E0
2.266183204E2,-3.973186690E-1,1.685550544E-1,-1.696024661E0
2.266282944E2,-4.236204683E-1,2.550248489E-1,-1.421320716E0
2.266382674E2,-3.325557125E-1,3.961495914E-1,-1.386598195E0
2.266482414E2,-2.185701636E-1,5.284910850E-1,-1.521464809E0
2.266582144E2,-9.555410184E-2,6.861545308E-1,-1.674218055E0
2.266681884E2,8.162362218E-2,8.467838305E-1,-1.735303332E0
2.266781614E2,1.202455048E-1,9.849403802E-1,-1.679295777E0
2.266881354E2,1.409325153E-2,1.037342396E0,-1.618678277E0
2.266981084E2,-1.832203829E-1,9.777797337E-1,-1.430344139E0
2.267080814E2,-3.731141198E-1,9.372271004E-1,-1.072964072E0
2.267180554E2,-5.727348462E-1,8.766759664E-1,-5.868704170E-1
2.267280284E2,-9.082040801E-1,7.530991566E-1,-1.644704819E-2
2.267380024E2,-1.123359762E0,6.833021128E-1,7.536230671E-1
2.267479754E2,-1.137459519E0,6.707152502E-1,1.414001171E0
2.267579494E2,-1.111517250E0,7.342108959E-1,1.843200833E0
2.267679224E2,-9.750051568E-1,8.699119073E-1,2.058076653E0
2.267778964E2,-6.952780145E-1,1.009133235E0,1.916625490E0
2.267878694E2,-4.608176038E-1,1.101727111E0,1.506794145E0
2.267978434E2,-2.750273696E-1,1.084192627E0,1.139062752E0
2.268078164E2,-2.548757814E-1,1.047814613E0,8.438111061E-1
2.268177904E2,-5.275458461E-1,1.079842883E0,5.448318601E-1
2.268277634E2,-9.494595487E-1,9.861925614E-1,3.678272867E-1
2.268377374E2,-1.416010274E0,7.355958089E-1,4.408900005E-1
2.268477104E2,-1.554838523E0,3.059425490E-1,6.978932548E-1
2.268576834E2,-1.429309912E0,-1.507859507E-1,1.376894156E0
2.268676574E2,-1.260263838E0,-5.233706783E-1,2.623758515E0
2.268776304E2,-1.073792330E0,-5.135960340E-1,4.108042048E0
2.268876044E2,-8.330955718E-1,-2.897644727E-1,5.157955812E0
2.268975774E2,-6.364384335E-1,-7.830883563E-2,5.032130747E0
2.269075514E2,-5.995396157E-1,5.281629100E-2,3.879323530E0
2.269175244E2,-6.669304937E-1,1.400779447E-1,2.419234021E0
2.269274984E2,-7.284564317E-1,1.191759029E-1,1.094197651E0
2.269374714E2,-7.383839075E-1,5.659841627E-2,1.901222169E-2
2.269474454E2,-7.134588352E-1,1.449553996E-2,-4.441878301E-1
2.269574184E2,-7.293025969E-1,1.780345604E-2,-3.654720283E-1
2.269673924E2,-7.751145083E-1,-1.211103080E-1,-8.786610961E-3
2.269773654E2,-8.825760993E-1,-3.484889366E-1,3.080699122E-1
2.269873384E2,-9.935559601E-1,-4.704539613E-1,4.172508770E-1
2.269973124E2,-9.659185106E-1,-5.399769169E-1,3.737967092E-1
2.270072854E2,-6.813000262E-1,-6.116544253E-1,2.716236323E-1
2.270172594E2,-4.258285231E-1,-6.066322517E-1,1.432766640E-1
2.270272324E2,-1.786168700E-1,-4.568053906E-1,-4.035748243E-2
2.270372064E2,6.154004440E-2,-2.958791985E-1,-3.596224737E-1
2.270471794E2,1.572129178E-1,-2.020626698E-1,-8.884341323E-1
2.270571534E2,5.480858356E-2,-1.139259803E-1,-1.408113025E0
2.270671264E2,-9.785468884E-2,-1.336077082E-1,-1.861386259E0
2.270771004E2,-2.326796777E-1,-1.369881298E-1,-2.208972239E0
2.270870734E2,-3.410638132E-1,-6.025701910E-2,-2.450287998E0
2.270970474E2,-2.944596407E-1,-8.076627418E-2,-2.503932109E0
2.271070212E2,-2.816624245E-1,-1.042520544E-1,-2.197147999E0
2.271169942E2,-4.419653034E-1,-1.652890921E-1,-1.732275059E0
2.271269682E2,-6.134987102E-1,-3.150984116E-1,-1.345198154E0
2.271369412E2,-6.128814635E-1,-3.694339554E-1,-1.083844571E0
2.271469152E2,-7.024679701E-1,-3.614342335E-1,-9.855674940E-1
2.271568882E2,-7.199409854E-1,-3.274377908E-1,-1.020180087E0
2.271668622E2,-4.874388803E-1,-2.069550352E-1,-1.187131543E0
2.271768352E2,1.846415486E-2,4.277282104E-2,-1.429195746E0
2.271868092E2,4.798521911E-1,3.012321782E-1,-1.563431445E0
2.271967822E2,8.071644129E-1,4.201408634E-1,-1.494714966E0
2.272067562E2,9.366887911E-1,4.623818801E-1,-1.437835591E0
2.272167292E2,8.320372257E-1,4.597427393E-1,-1.392843606E0
2.272267032E2,6.160182023E-1,4.546568312E-1,-1.214278411E0
2.272366762E2,3.784569766E-1,4.188388346E-1,-9.303341103E-1
2.272466492E2,6.736957222E-2,3.135389592E-1,-4.731561059E-1
2.272566232E2,-2.121070534E-1,2.513399336E-1,-1.088459194E-2
2.272665962E2,-3.237363936E-1,2.366118206E-1,2.833946621E-1
2.272765702E2,-1.593228125E-1,1.731087197E-1,3.885808092E-1
2.272865432E2,1.168911034E-1,8.995605066E-2,3.834077775E-1
2.272965172E2,4.224159419E-1,-2.565392777E-2,3.195515049E-1
2.273064902E2,6.159867004E-1,-1.770536900E-1,2.841770196E-1
2.273164642E2,6.554679045E-1,-1.591034688E-1,2.785578454E-1
2.273264372E2,7.617835144E-1,1.454505126E-1,4.291844594E-1
2.273364112E2,9.683174039E-1,3.625142142E-1,7.138976687E-1
2.273463842E2,1.063834814E0,3.398072831E-1,9.072352695E-1
2.273563572E2,1.073160392E0,1.583145332E-1,9.052776217E-1
2.273663312E2,1.106484990E0,-1.224922974E-1,8.284381914E-1
2.273763042E2,1.004873904E0,-4.363812125E-1,9.546064872E-1
2.273862782E2,8.030516276E-1,-7.036201639E-1,1.383283408E0
2.273962512E2,4.699929815E-1,-9.905528301E-1,1.848744578E0
2.274062252E2,1.245137530E-1,-1.141065277E0,2.401280145E0
2.274161982E2,-1.195495400E-1,-1.176132930E0,2.825186323E0
2.274261722E2,-2.081029898E-1,-1.189151609E0,2.986934341E0
2.274361452E2,-1.191316833E-1,-1.174879579E0,2.609073817E0
2.274461192E2,3.290157350E-1,-1.179517591E0,1.798529275E0
2.274560922E2,7.732099970E-1,-1.058938210E0,1.159326278E0
2.274660662E2,1.024124984E0,-8.449413729E-1,7.469297594E-1
2.274760392E2,1.274497423E0,-8.007573263E-1,3.233755839E-1
2.274860122E2,1.254366629E0,-8.794400914E-1,-8.846837282E-3
2.274959862E2,9.154179362E-1,-7.528790089E-1,9.430213988E-2
2.275059592E2,6.349569684E-1,-5.682240848E-1,3.660573345E-1
2.275159332E2,4.711561389E-1,-4.578298227E-1,4.843962085E-1
2.275259062E2,3.114978424E-1,-3.693339680E-1,5.868470281E-1
2.275358802E2,1.989563365E-1,-2.603887922E-1,5.976544368E-1
2.275458532E2,1.574062414E-1,-2.111923662E-1,3.697211999E-1
2.275558272E2,1.320311527E-1,-2.688850889E-1,7.067646503E-2
2.275658002E2,1.028368820E-1,-3.180762523E-1,-3.908337414E-2
2.275757742E2,1.813467157E-1,-2.619236863E-1,-1.829149389E-1
2.275857472E2,3.775255517E-1,-1.275483848E-1,-6.188587797E-1
2.275957202E2,5.085370962E-1,1.752849072E-3,-1.211820241E0
2.276056942E2,5.429521264E-1,8.499468818E-2,-1.799186502E0
2.276156672E2,6.580644337E-1,1.832871142E-1,-2.157591001E0
2.276256412E2,7.533528527E-1,2.538172527E-1,-2.215989482E0
2.276356142E2,5.945704691E-1,2.796009886E-1,-2.031073042E0
2.276455882E2,4.286790407E-1,2.371961036E-1,-1.784262654E0
2.276555612E2,1.391374201E-1,1.361839914E-1,-1.600830236E0
2.276655352E2,-2.545545866E-1,-2.031644315E-2,-1.400564269E0
2.276755082E2,-5.040709928E-1,-1.019928364E-1,-1.266244370E0
2.276854822E2,-4.844244944E-1,-1.108917139E-1,-1.336022118E0
2.276954552E2,-1.825988238E-1,-1.792712465E-2,-1.603000138E0
2.277054282E2,9.635422021E-2,2.046920165E-1,-1.897806226E0
2.277154022E2,2.407755498E-1,4.297216724E-1,-2.097450049E0
2.277253752E2,4.439646126E-1,6.528708637E-1,-2.250035480E0
2.277353492E2,5.855368133E-1,8.322355194E-1,-2.288445840E0
2.277453222E2,6.302899401E-1,8.933479862E-1,-2.189803312E0
2.277552962E2,6.092686882E-1,8.579742318E-1,-1.803615768E0
2.277652692E2,3.258420125E-1,7.730894713E-1,-1.148608332E0
2.277752432E2,-7.327365205E-3,5.371549045E-1,-4.484065962E-1
2.277852162E2,-1.919409934E-1,3.506535758E-1,6.125437868E-1
2.277951902E2,-4.167428271E-1,4.768932076E-1,1.893020865E0
2.278051632E2,-4.298000251E-1,5.726568590E-1,2.653302156E0
2.278151362E2,-2.150727978E-1,5.832156149E-1,2.504332643E0
2.278251102E2,1.340101428E-2,7.396412051E-1,1.869608029E0
2.278350832E2,2.729675417E-1,8.638160388E-1,1.137447751E0
2.278450572E2,4.814994248E-1,8.521075742E-1,4.165989125E-1
2.278550302E2,5.728807343E-1,9.764087078E-1,-1.417768532E-1
2.278650042E2,4.753885363E-1,1.290528149E0,-4.784870124E-1
2.278749772E2,1.082472376E-1,1.541288624E0,-6.095254540E-1
2.278849512E2,-5.492268466E-1,1.469768844E0,-6.269782233E-1
2.278949242E2,-9.947683802E-1,1.157665084E0,-4.432043284E-1
2.279048982E2,-1.144389492E0,7.738173035E-1,3.672402263E-2
2.279148712E2,-1.128176918E0,4.388940534E-1,9.928396761E-1
2.279248442E2,-9.658081444E-1,2.066601893E-1,2.129088748E0
2.279348182E2,-9.268557478E-1,2.687602508E-1,3.193630491E0
2.279447912E2,-9.350476970E-1,4.001366615E-1,3.759752063E0
2.279547652E2,-9.710711501E-1,4.554790959E-1,3.591270976E0
2.279647382E2,-1.072172725E0,4.040098572E-1,2.768162522E0
2.279747122E2,-1.096260987E0,3.060663638E-1,1.737296063E0
2.279846852E2,-8.721603079E-1,2.568863100E-1,7.360375661E-1
2.279946592E2,-6.783555146E-1,2.008277379E-1,-1.733541566E-1
2.280046322E2,-6.581228328E-1,9.851856709E-2,-6.445964688E-1
2.280146062E2,-7.425396699E-1,-4.055774957E-3,-6.112322563E-1
2.280245792E2,-7.415393575E-1,-1.325522858E-1,-1.201602817E-1
2.280345532E2,-7.935977762E-1,-2.766367427E-1,4.511933792E-1
2.280445262E2,-9.535200745E-1,-4.064579402E-1,7.725025570E-1
2.280544992E2,-1.033979151E0,-5.752598932E-1,8.263817257E-1
2.280644732E2,-1.025651473E0,-7.161506009E-1,6.472265464E-1
2.280744462E2,-9.731780481E-1,-7.632364744E-1,2.442113006E-1
2.280844202E2,-8.606157846E-1,-7.516936322E-1,-3.247935337E-1
2.280943932E2,-7.524074310E-1,-7.241647947E-1,-8.107222974E-1
2.281043665E2,-6.980658938E-1,-6.140630396E-1,-1.143492018E0
2.281143395E2,-6.370124839E-1,-4.621497457E-1,-1.444360499E0
2.281243135E2,-6.406972530E-1,-3.981206878E-1,-1.749633104E0
2.281342865E2,-6.256532443E-1,-4.013768560E-1,-1.978398984E0
2.281442595E2,-6.088180506E-1,-3.595982078E-1,-2.005670983E0
2.281542335E2,-6.025423437E-1,-2.330689926E-1,-1.912913677E0
2.281642065E2,-7.680706599E-1,-1.964360404E-1,-1.976353628E0
2.281741805E2,-7.571273035E-1,-2.690144585E-1,-2.154209556E0
2.281841535E2,-5.819461843E-1,-3.209454811E-1,-2.246285661E0
2.281941275E2,-3.305269844E-1,-2.776410019E-1,-2.275299545E0
2.282041005E2,-1.512301929E-2,-1.908325075E-1,-2.276966001E0
2.282140745E2,2.796537963E-1,-2.404038861E-2,-2.240363016E0
2.282240475E2,5.404483852E-1,8.124194518E-2,-2.003775315E0
2.282340215E2,5.912814834E-1,4.522894397E-2,-1.706540294E0
2.282439945E2,5.182396735E-1,7.914791107E-3,-1.351321358E0
2.282539675E2,3.421778174E-1,-1.295295677E-1,-1.076525027E0
2.282639415E2,1.427912720E-1,-3.323570533E-1,-9.165738577E-1
2.282739145E2,-8.191335171E-2,-3.493326898E-1,-6.163321978E-1
2.282838885E2,-2.133473575E-1,-2.702078752E-1,-4.090372932E-1
2.282938615E2,-1.002570905E-1,-2.734621431E-1,-2.207446700E-1
2.283038355E2,4.630212732E-2,-2.376923861E-1,-2.405146909E-1
2.283138085E2,7.419334598E-2,-9.121992633E-2,-1.048750752E-1
2.283237825E2,4.339825384E-1,9.639705107E-2,1.326516885E-1
2.283337555E2,8.274242111E-1,-8.151150182E-2,3.960126203E-1
2.283437295E2,7.769163278E-1,-1.063744475E-1,1.127465385E0
2.283537025E2,8.472589899E-1,-1.417598963E-1,1.908479149E0
2.283636755E2,7.895017286E-1,-4.262292767E-1,2.343404989E0
2.283736495E2,6.146251763E-1,-4.278287825E-1,2.501401434E0
2.283836225E2,5.104264777E-1,-2.826212217E-1,2.479291942E0
2.283935965E2,5.857973067E-1,-2.703176567E-1,2.288040628E0
2.284035695E2,7.510869835E-1,-3.127884690E-1,2.007621614E0
2.284135435E2,9.414072749E-1,-3.219197734E-1,1.710022895E0
2.284235165E2,1.347164280E0,-3.593856615E-1,1.527840028E0
2.284334905E2,1.632471274E0,-4.114193027E-1,1.603639823E0
2.284434635E2,1.420455620E0,-4.955110346E-1,1.951721063E0
2.284534365E2,9.263928676E-1,-5.862769246E-1,2.252287828E0
2.284634105E2,4.735881055E-1,-7.385283338E-1,2.294262065E0
2.284733835E2,1.833167888E-2,-8.413429964E-1,2.032834808E0
2.284833575E2,-2.749349105E-1,-9.556706804E-1,1.618918598E0
2.284933305E2,-1.537183659E-1,-1.124955760E0,1.182849627E0
2.285033045E2,2.735167049E-1,-1.155504245E0,9.301013911E-1
2.285132775E2,7.183493733E-1,-9.386152294E-1,8.558622175E-1
2.285232515E2,1.113880841E0,-7.159731379E-1,1.017069953E0
2.285332245E2,1.208991358E0,-5.449536283E-1,1.210254942E0
2.285431985E2,1.038534789E0,-4.696007064E-1,1.235754064E0
2.285531715E2,7.690009519E-1,-4.869458869E-1,1.087583866E0
2.285631445E2,4.927722353E-1,-4.750565971E-1,8.579514277E-1
2.285731185E2,4.111054168E-1,-4.243882808E-1,5.966937393E-1
2.285830915E2,3.090659854E-1,-3.444064106E-1,3.839527380E-1
2.285930655E2,1.072708987E-1,-3.506047516E-1,1.652230185E-1
2.286030385E2,-1.840546343E-2,-2.862967815E-1,-1.291562229E-1
2.286130125E2,6.158371579E-2,-1.586159572E-1,-5.249413866E-1
2.286229855E2,2.725324723E-1,-4.532279179E-2,-1.041981431E0
2.286329595E2,4.450207294E-1,1.609086505E-1,-1.450724609E0
2.286429325E2,6.246764669E-1,3.440927075E-1,-1.586684067E0
2.286529065E2,8.694406217E-1,4.222625256E-1,-1.533287879E0
2.286628795E2,7.157861732E-1,3.954461713E-1,-1.410380575E0
2.286728525E2,3.604224459E-1,2.949396971E-1,-1.369826626E0
2.286828265E2,5.383100219E-2,1.673920432E-1,-1.416277492E0
2.286927995E2,-1.847838552E-1,1.489763837E-1,-1.407069882E0
2.287027735E2,-2.996810946E-1,2.146151800E-1,-1.434645935E0
2.287127465E2,-2.461971978E-1,2.944630028E-1,-1.670219729E0
2.287227205E2,-1.931137986E-2,3.948085324E-1,-2.028509622E0
2.287326935E2,8.865266975E-2,5.076925389E-1,-2.339581495E0
2.287426675E2,1.687206402E-1,6.356661625E-1,-2.501587375E0
2.287526405E2,3.605061707E-1,8.416134301E-1,-2.518537869E0
2.287626135E2,4.986539495E-1,1.056759099E0,-2.418828224E0
2.287725875E2,5.274106292E-1,1.208672100E0,-2.339058169E0
2.287825605E2,4.302140445E-1,1.147936194E0,-2.077381820E0
2.287925345E2,1.241499100E-1,1.061085892E0,-1.522096893E0
2.288025075E2,-3.270528978E-1,9.343648884E-1,-7.624079239E-1
2.288124815E2,-8.579406103E-1,7.608461326E-1,1.321359640E-1
2.288224545E2,-1.179108432E0,6.242053275E-1,1.122394679E0
2.288324285E2,-1.331871326E0,4.970370117E-1,1.748083007E0
2.288424015E2,-1.326445841E0,4.927403314E-1,1.984902257E0
2.288523745E2,-1.141761096E0,5.140275586E-1,1.717468155E0
2.288623485E2,-8.181972317E-1,5.338161443E-1,1.116673179E0
2.288723215E2,-4.892948596E-1,5.616325186E-1,4.732537544E-1
2.288822955E2,-2.582585419E-1,6.599658751E-1,3.359459281E-2
2.288922685E2,1.133308251E-1,9.301819365E-1,-1.878178293E-1
2.289022425E2,2.069360683E-1,1.286232346E0,-2.036684614E-1
2.289122155E2,1.492764920E-2,1.454127688E0,2.070031285E-2
2.289221895E2,-2.799143811E-1,1.317398006E0,2.862580436E-1
2.289321625E2,-4.131302711E-1,1.004301388E0,4.789372480E-1
2.289421365E2,-4.241752960E-1,6.674687299E-1,6.738278693E-1
2.289521095E2,-2.925046424E-1,3.394965036E-1,1.196273664E0
2.289620825E2,-3.008174096E-1,1.065399237E-1,2.008509221E0
2.289720565E2,-5.315955180E-1,1.048641117E-1,2.725052755E0
2.289820295E2,-8.739529181E-1,2.229563794E-1,2.947142869E0
2.289920035E2,-1.182070631E0,2.482407631E-1,2.626647624E0
2.290019765E2,-1.310924553E0,1.451778862E-1,2.049850790E0
2.290119505E2,-1.035774319E0,-4.165600285E-2,1.388541809E0
2.290219235E2,-5.648093840E-1,-2.171445394E-1,7.924573499E-1
2.290318975E2,-3.549255516E-1,-3.453147756E-1,6.295369649E-1
2.290418705E2,-3.543631591E-1,-4.326853336E-1,9.523576480E-1
2.290518435E2,-3.828503917E-1,-5.353921151E-1,1.398000850E0
2.290618175E2,-6.600911517E-1,-6.377068408E-1,1.517389884E0
2.290717905E2,-9.045378028E-1,-7.778643076E-1,1.306855622E0
2.290817645E2,-1.022918192E0,-8.677497531E-1,8.169858348E-1
2.290917375E2,-9.867193224E-1,-8.159828912E-1,5.634201586E-2
2.291017115E2,-8.187913819E-1,-7.955245069E-1,-8.587443101E-1
2.291116852E2,-5.716248620E-1,-7.761626217E-1,-1.805129027E0
2.291216592E2,-3.218198591E-1,-6.962593965E-1,-2.523250140E0
2.291316322E2,-1.609696260E-1,-5.722669959E-1,-2.626742933E0
2.291416062E2,-1.699867268E-1,-3.785890871E-1,-2.284449853E0
2.291515792E2,-4.513986164E-1,-3.303970666E-1,-1.923399489E0
2.291615522E2,-9.221765135E-1,-3.737632339E-1,-1.651760069E0
2.291715262E2,-1.280443310E0,-4.200711353E-1,-1.406659992E0
2.291814992E2,-1.436853113E0,-4.618309262E-1,-1.335545570E0
2.291914732E2,-1.298083629E0,-4.800374016E-1,-1.481224855E0
2.292014462E2,-9.042490234E-1,-3.192353167E-1,-1.703255328E0
2.292114202E2,-3.839864692E-1,-2.090993553E-2,-1.911292829E0
2.292213932E2,5.613900784E-2,1.616318049E-1,-2.056147656E0
2.292313662E2,2.730447250E-1,1.972242451E-1,-2.109875967E0
2.292413402E2,3.332398367E-1,1.634428337E-1,-1.943479412E0
2.292513132E2,2.146550507E-1,1.074822025E-1,-1.524379061E0
2.292612872E2,-1.002380870E-2,2.894196332E-2,-1.001216982E0
2.292712602E2,-2.803941634E-1,-8.711445004E-2,-4.619347143E-1
2.292812342E2,-3.573639867E-1,-1.719921939E-1,-9.961842835E-2
2.292912072E2,-1.999984565E-1,-2.044480415E-1,-7.234467566E-2
2.293011812E2,-1.092062540E-2,-1.823229083E-1,-2.936436617E-1
2.293111542E2,2.497122880E-2,-5.947451547E-2,-5.555737799E-1
2.293211282E2,6.063361634E-2,4.375646889E-2,-8.255917668E-1
2.293311012E2,1.731496868E-1,1.706784707E-1,-1.197271784E0
2.293410742E2,3.018638602E-1,2.703533247E-1,-1.455697081E0
2.293510482E2,3.911456538E-1,3.168189548E-1,-1.347526515E0
2.293610212E2,3.979310187E-1,2.527396108E-1,-5.751134205E-1
2.293709952E2,1.914587808E-1,-2.227175206E-2,6.921688306E-1
2.293809682E2,-1.336262731E-1,-3.804527409E-1,1.846755356E0
2.293909422E2,-3.410609993E-1,-5.804409648E-1,2.670045074E0
2.294009152E2,-4.583999263E-1,-5.537112956E-1,3.085763395E0
2.294108892E2,-3.329653099E-1,-3.551128086E-1,2.951486766E0
