"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.265509219E2,6.507750423E1,2.552412805E1,2.694668956E1,1.180267256E0,1.747876412E1,4.748651283E0,6.732369482E0
4.275509109E2,6.507751435E1,2.552412997E1,2.712306762E1,1.086962979E0,1.734570385E1,4.748651305E0,6.732608686E0
4.285508989E2,6.507752766E1,2.552413156E1,2.711308852E1,1.136513451E0,1.523137875E1,4.748651238E0,6.782135485E0
4.295508882E2,6.507754058E1,2.552413670E1,2.729662782E1,1.227482021E0,1.725458672E1,4.748651264E0,6.774430346E0
4.305508767E2,6.507755179E1,2.552415049E1,2.715545656E1,1.284309716E0,2.274884818E1,4.748651266E0,6.789984024E0
4.315508657E2,6.507756332E1,2.552416202E1,2.772528480E1,1.264709859E0,2.657547682E1,4.748651281E0,6.705986254E0
4.325508552E2,6.507757041E1,2.552417511E1,2.750678084E1,1.174614756E0,2.894985267E1,4.748651264E0,6.740501909E0
4.335508427E2,6.507758022E1,2.552418609E1,2.775417196E1,1.166282133E0,2.638603928E1,4.748651291E0,6.727194249E0
4.345508316E2,6.507759464E1,2.552419446E1,2.794658100E1,1.215414796E0,2.510401572E1,4.748651275E0,6.701423375E0
4.355508208E2,6.507760608E1,2.552421001E1,2.817351155E1,1.221152784E0,2.570176929E1,4.748651282E0,6.722599078E0
4.365508098E2,6.507761428E1,2.552421234E1,2.801202716E1,1.130363258E0,2.199359590E1,4.748651293E0,6.886396315E0
4.375507982E2,6.507761900E1,2.552422729E1,2.766257938E1,1.077719705E0,3.115620768E1,4.748651340E0,6.814764133E0
4.385507881E2,6.507763495E1,2.552422273E1,2.818511158E1,1.051522569E0,4.608832932E1,4.748651347E0,6.664202009E0
4.395507760E2,6.507765014E1,2.552421177E1,2.801789245E1,8.909298844E-1,4.608832932E1,4.748651350E0,6.817311351E0
4.405507655E2,6.507766395E1,2.552420641E1,2.840601542E1,8.888128747E-1,4.608832932E1,4.748651346E0,6.734712289E0
4.415507541E2,6.507767736E1,2.552421197E1,2.872976733E1,8.918909200E-1,4.661999893E1,4.748651364E0,6.836023418E0
4.425507426E2,6.507768604E1,2.552422332E1,2.873916949E1,8.070333788E-1,4.661999893E1,4.748651459E0,6.840409991E0
4.435507323E2,6.507767644E1,2.552425426E1,2.824498915E1,7.570657958E-1,8.949243128E1,4.748651578E0,6.699190211E0
4.445507209E2,6.507766865E1,2.552429992E1,2.808906786E1,1.074663515E0,9.983914023E1,4.748651625E0,6.558441774E0
4.455507093E2,6.507765616E1,2.552433676E1,2.769313110E1,9.849197564E-1,1.084731949E2,4.748651645E0,6.447893030E0
4.465506988E2,6.507764393E1,2.552438118E1,2.766911004E1,9.459424993E-1,1.134486141E2,4.748651639E0,6.374914282E0
4.475506879E2,6.507763383E1,2.552442588E1,2.755437519E1,9.141305239E-1,1.073277561E2,4.748651601E0,6.293237107E0
4.485506761E2,6.507763451E1,2.552445156E1,2.743081747E1,7.701186927E-1,1.008981771E2,4.748651584E0,6.411894750E0
4.495506657E2,6.507763462E1,2.552447419E1,2.716235590E1,6.923682524E-1,9.532996139E1,4.748651562E0,6.298090920E0
4.505506542E2,6.507764154E1,2.552450380E1,2.735964410E1,8.004832635E-1,8.523709160E1,4.748651536E0,6.254078778E0
4.515506433E2,6.507763828E1,2.552453561E1,2.701797459E1,8.888535276E-1,9.178897487E1,4.748651543E0,6.133646131E0
4.525506330E2,6.507763641E1,2.552455688E1,2.716992583E1,8.453257626E-1,1.009262545E2,4.748651576E0,6.312644157E0
4.535506211E2,6.507763488E1,2.552459193E1,2.729146505E1,1.204738991E0,9.981549792E1,4.748651593E0,6.342517318E0
4.545506099E2,6.507763640E1,2.552462158E1,2.734181582E1,1.169416932E0,9.502608951E1,4.748651555E0,6.139295210E0
4.555505994E2,6.507764046E1,2.552464672E1,2.726444378E1,9.679999585E-1,9.054312890E1,4.748651541E0,6.200486669E0
4.565505883E2,6.507764282E1,2.552467138E1,2.736542921E1,8.695487585E-1,9.217644366E1,4.748651545E0,6.262300987E0
4.575505772E2,6.507764258E1,2.552469321E1,2.719871608E1,7.641895019E-1,9.460711748E1,4.748651549E0,6.285746454E0
4.585505663E2,6.507764823E1,2.552471824E1,2.736464764E1,7.734226907E-1,8.386177226E1,4.748651522E0,6.244496072E0
4.595505549E2,6.507764707E1,2.552475292E1,2.746566211E1,1.117692488E0,9.060768101E1,4.748651545E0,6.176027234E0
4.605505440E2,6.507765002E1,2.552477651E1,2.766271159E1,9.856651177E-1,8.684960482E1,4.748651537E0,6.280849911E0
4.615505335E2,6.507765597E1,2.552478926E1,2.784955448E1,7.025138929E-1,8.016324324E1,4.748651523E0,6.286614080E0
4.625505224E2,6.507766274E1,2.552479335E1,2.768471496E1,4.788069728E-1,6.239894290E1,4.748651496E0,6.415983588E0
